,Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
7766,CHash basics 70 minutes beginners Learn CHash fundamentals,Nikoloz Sanakoevi,Mini CHash training  Learning CHash Basics for beginners to OOP   Object Oriented Programming in visual studio  Quick Bootcamp,3.6,24,1.0,19,Beginner
7767,Stack Web Development Scratch PHP 10 Days,ZEESHAN ARSHAD,Crash Course   Step by Step   Learn by Doing and Become a Full Stack Developer and Learn Full Stack Web Development in PHP,4.5,24,7.0,80,Beginner
7768,Introduction Data Extraction SQL,Bluelime Learning Solutions,Master the basics of querying databases using SQL    The World s most popular database language,3.9,24,5.0,41,Beginner
7769,Deep Learning Plunge Deep Learning,Muni Kumar Gopu V R,Learn to create Deep Learning models starting from basics,4.2,24,2.5,36,Beginner
7770,Game Dev Crash Course Clickteam Fusion 2 5,Danny James,Let s dive in the deep end and get game developing ,4.6,24,6.0,43,All Levels
7771,Scala Beginners,Bluelime Learning Solutions,Learn scala programming language from scratch,2.8,24,42.0,10,Beginner
7772,Hands Spring Security 5 x,Packt Publishing,A hands on guide to secure and prevent your web apps and RESTful services from being hacked using Spring Security 5 1 1,3.5,24,1.5,23,Beginner
7773,Build Responsive Real World Website HTML5 CSS3,Usman Raoof  Fahad Chaudhry,Only Course you need to learn Responsive Web Development in HTML5 and CSS3  Everything explained in great details ,3.6,24,2.0,15,All Levels
7774,Learning Functional JavaScript,Packt Publishing,A deep dive into functional programming with practical examples from both server and client side JavaScript code,4.1,24,2.5,22,Beginner
7775,Kotlin Design Patterns,Catalin Stefan,Improve your coding skills by learning Software Design Patterns applied to Kotlin and Android development,4.4,24,4.0,26,All Levels
7776,App Store Success Money Apps,App Store Success,App Store Business Tips From A Real iOS and Android App Developer With True App Store Optimization   ASO   Experience,3.7,24,3.5,45,All Levels
7777,Cloud Migration AWS Microsoft Azure,Harshit Srivastava,Learn Cloud migration in both leading cloud platforms,4.1,24,2.0,19,All Levels
7778,Beginner Advanced Guide Machine Learning R Tool,Elementary Learners,Learn Machine Learning with the help of R programming,2.7,24,2.0,38,All Levels
7779,Artificial Intelligence TensorFlow Machine Learning,Vinay Phadnis,AI and Machine Learning from theory to the required hands on experience by using latest TensorFlow JavaScript framework,3.3,24,9.5,70,All Levels
7780,Webpack 4 Steps,Mehul Mohan,Use Webpack to bundle and automate a lot of regular JavaScript workflow task and become a powerful JS developer ,4.7,24,2.0,29,Beginner
7781,Creative CSS Javascript Effects Animation,Md Irshad Ansari,Awesome Website Background Animation Effects using CSS and Vanilla Javascript,4.4,24,1.5,13,Intermediate
7782,React Spring Build Stack Apps,SmartBase Analytics,Learn how to get a full stack app up and running with React and Spring,3.7,24,1.5,14,All Levels
7783,Learn Build Shopping Cart NodeJS,Eduonix Learning Solutions,Create a Node JS based Ecommerce Website,4.4,24,2.0,11,Beginner
7784,Advanced QlikView 12 Developers,Packt Publishing,Design powerful dashboards with QlikView for BI solutions,3.9,24,3.5,27,Intermediate
7785,React Native Steps,Mehul Mohan,This course smoothly introduces you to React Native and turns you from a web developer to a web and mobile app developer,4.1,24,3.0,28,Beginner
7786,Programming C Data Structures Basic Advanced,Sandeep Soni,Learn C and Data Structures   Every module feature demonstrated with real time examples,4.0,24,25.5,72,Beginner
7787,Beginning Web Components Dart,Stone River eLearning,Massively simplify web development by using and creating web components with the Dart programming language ,3.1,24,4.0,63,All Levels
7788,JavaScript Complete Beginners Zero Hero,Learn Programming,Learn The JavaScript Programming Language Completely From Zero to Hero Without Frameworks,4.2,24,3.0,25,Beginner
7789,Objective C iPhone iPad App Programming,my bringback,Learn how to write apps for iPhone and iPad apps with Objective C  ,3.1,24,2.5,26,All Levels
7790,Coding beginners Thinking like programmer,Mateusz Ju ci ski  Agnieszka Nowak  Robert Norenberg,Programming basics for beginners  Learn everything you need to start your programming adventure ,3.7,24,2.0,29,Beginner
7791,Creating Web App iPad,Chris Converse,Use standard web technologies to create an app like experience for iPad  And best of all  no App Store required ,4.6,24,2.5,33,Intermediate
7792,Web Scraping Beginners Python Scrapy BS4,Bluelime Learning Solutions,Learn how to extract data from websites using    Python   Scrapy   and BeautifulSoup,3.5,24,4.0,43,Beginner
7793,XML Schema XSD Crash Course Beginners,Toshendra Sharma,Quickly Learn basics of XML Schema and start writing the web applications which use XML aggressively,3.9,23,43.0,7,Beginner
7794,Swift Basics Learn Code Scratch Beginners2020,Rudra Jikadra  Three Millennials,Learn to Code Swift with Xcode s Playground Environment  A Quick and Easy way to Learn Swift Programming Language ,4.0,23,2.0,14,Beginner
7795,Salesforce Integration Course SOAP API,Venkata NarasimhaRao Vutla,Simple way to learn   Salesforce API Programming using SOAP API,4.3,23,6.5,7,All Levels
7796,Leap Excel Python Hands Guide,Cory Stahle,Use Python data analysis to re create Excel features like pivot tables  VLOOKUP  charts  and more ,4.4,23,8.5,50,Beginner
7797,python beginners starting scratch,Muhammad Hamza AbdulRehman,Basics of python like loops  conditionals  lists  strings    with Coding examples for students  Basics of python 3,4.0,23,2.0,22,Beginner
7798,Cloud Native Applications Java,Packt Publishing,Build highly scalable microservice based applications with Java for the cloud,3.8,23,14.0,79,Beginner
7799,Data Science Machine Learning R Python,Ankita khanna,Data science Machine Learning Data visualization with R and Python using real world examples ,3.1,23,6.0,28,All Levels
7800,Android Game Development Build Monetize Complete 3D Game,Raja Biswas  Charger Games,Build and Publish A Complete 3D Android Game With Unity and CHash   Monetize Your Game With Video Ads   Android Development,4.0,23,8.5,41,Beginner
7801,Advanced Woocommerce Step Step,Walter Dombrowski,Take your Woocommerce knowledge to the next level ,4.1,23,2.5,44,Intermediate
7802,Master Course Python Network Programming,SAAK Academy  Group of Technical architects Trainers 7 000  Students Worldwide,This course details wide range of python networking protocols TCP UDP  POP3  IMAP  CGI HTTP HTTPS  FTP  SMTP and more,2.6,23,3.5,32,All Levels
7803,Connect Systems SAP Web Services SAP SOA MANAGER,Vishal Saxena,Best course to learn how to create  build and consume Web Services in SAP using SOA MANAGER with practical examples,3.9,23,1.5,7,All Levels
7804,Kick SQL skills Oracle Database SQL Workshop,Bluelime Learning Solutions,Build your SQL Skills with this Oracle Database SQL Workshop,4.0,23,4.5,47,Beginner
7805,Master Redis Complete Course Redis,Techno Crats,A Complete Guide to learn Redis in Simple and Easy Steps,2.7,23,3.0,33,All Levels
7806,Hands WebAssembly CPlusPlus Programmers,Packt Publishing,Take advantage of the performance and speed of CPlusPlus directly in web browsers,4.6,23,3.0,33,Beginner
7807,Complete Android Development Kotlin Masterclass,Bita Mirshafiee,Learn Android Development from Scratch Using Android Studio 4Plus and Android Q,4.6,23,37.5,268,All Levels
7808,Build Registration Login System,Stone River eLearning,Leverage your PHP skills and create a slick login system ,3.8,23,8.0,31,All Levels
7809,Tableau Prep Builder beginners lets started,Dan We,How to use Tableau Prep Builder for beginners  Data preparation data cleaning with Tableau Prep Builder crash course,4.7,23,2.0,15,Beginner
7810,Beginners Create iPhone iPad Apps Zero Coding,Infinite Skills,Learn How To Create IOS Apps And Never Do A Hard Days Work Again   Zero Coding Needed ,3.7,23,7.5,81,All Levels
7811,Java Database Connectivity JDBC,Rahul Rampurkar,Understanding JDBC and MySQL database ,4.6,23,4.0,10,Intermediate
7812,Javascript Basic Advanced,Sandeep Soni,Learn Javascript   Every module feature demonstrated with real time examples,4.6,23,6.0,20,Beginner
7813,Learn use chrome developer tools,Bluelime Learning Solutions,Practical Hands On Guide to Using the Chrome Developer Tools,4.1,23,2.0,27,Beginner
7814,9 React Projects,Milos Stevic,Learn React by making 9 different React Projects,4.3,23,6.5,12,All Levels
7815,Learning Management System Build LMS Quickly PHP,Olawuyi Segun Orisunola,Do you intend to learn or want to run online learning management platform business  then this is the best course for you,4.5,23,23.5,186,All Levels
7816,Connect Totems Spirit Animals,Jessa Michaels,How to live in the magic of the spirit world daily,4.2,23,2.0,26,Beginner
7817,Unity VR Oculus Quest Bowling Game 30 Minutes,Roosh Reddy,Learn how to utilize Unity s newest features  XRManagement Plus XRInteractionToolkit  to build grabbing throwing  UI and more,4.4,23,31.0,7,Beginner
7818,Cloud Databases AWS AZURE,Harshit Srivastava,Scalable   SQL   NoSQL   Elastic   Data Warehouse   Graph based   Document based   and more,3.4,23,2.5,21,All Levels
7819,CHash Unity Tower Defence Learn Code Game,Nathan Farrer  aka Dapper Dino ,Learn CHash coding by making your own 3D Tower Defence game in Unity ,4.2,23,3.0,23,Intermediate
7820,Learn Web Payment Processing Stripe Quick intro,Le Deng,Learn the basics of the most trending online payment processing with hands on,3.9,23,4.5,30,Beginner
7821,Building Professional Ransomware Attack Java,Mohammed El amin Gasboui,build an advanced malicious program  ransomware virus  using java language for ethical hacking,3.7,23,2.0,19,Intermediate
7822,Getting Started ASP NET Core MVC,Packt Publishing,Leverage ASP Net Core MVC to develop and create powerful applications,4.2,23,4.0,42,Expert
7823,Google Blogger Create Blog,Naeem Hussain,You learn all about CMS,3.9,23,2.0,30,Beginner
7824,Amazing iOS9 Course 84 hours Content,John Bura,Learn how to use XCode and Swift  Start a programming career today ,4.1,23,83.5,346,Beginner
7825,R12i Order Management Fundamentals R12 2 3,Kabeer Khan,Order Management is the core of an Oracle E Business Suite Order To Cash  O2C  Solution,3.7,23,7.5,98,All Levels
7826,Center Excellence CoE,Rajan Bhatia,Learn the basic CoE model and it s various benefits  implementation along with the Interaction Model ,3.3,23,33.0,13,Beginner
7827,50 Things Wrong CHash NET Core,Packt Publishing,Avoid common CHash mistakes to improve your apps  productivity,3.9,23,3.0,51,Beginner
7828,Develop MQTT Client Android App,aseem sethi,Learn about MQTT  Eclipse Paho APIs and how to build a Client that can publish subscribe to MQTT Messages,2.8,23,40.0,8,Beginner
7829,Twilio complete Centre React Node,Icaro Lavrador,React  Node and Twilio   Create a complete call centre with SMS authentication  waiting queues and answer calls in browser,4.6,23,5.0,63,Intermediate
7830,Twilio complete Centre React Node,Icaro Lavrador,React  Node and Twilio   Create a complete call centre with SMS authentication  waiting queues and answer calls in browser,4.6,23,5.0,63,Intermediate
7831,iOS 11 Reskinning Create Publish Unblock iOS game,Yohann Taieb  Le Thanh Hai,A Z guide to build and publish the Unblock Me iPhone game without the need to program Full source code included,3.4,23,1.5,27,All Levels
7832,Wordpress Theme Development Twig Timber,Tomek Lecki,Easily learn to create themes in HTML style  Clean and readable code with modern approach  Even without PHP knowledge ,4.5,23,10.5,59,Beginner
7833,AI ML IMPACT DIGITAL MARKETING,Raja Vikram,LEARN THE BASICS OF AI ML  ARTIFICIAL INTELLIGENCE MACHINE LEARNING  IT S IMPACT ON DIGITAL MARKETING ,3.6,23,2.0,17,All Levels
7834,Microsoft Azure Machine Learning Studio,Manu Mitra  Frahaan Hussain,Concepts on Microsoft Azure Machine Learning Studio,2.5,23,4.0,8,Beginner
7835,Spring Framework Social SignIn PayPal JMS Velocity,Alfa e Learning,Spring MVC  Social SignIn  PayPal  URL Rewrite  Responsive Web Template  Spring Security Apache Velocity  JMS  Cron Job,3.1,23,3.0,47,Intermediate
7836,Python Programming Complete Beginner Course,Dhruv Bais,Hatch as Expert in Python by learning through clear explanations of python subjects and practical programming exercises,2.8,23,4.0,39,Beginner
7837,Mainframe Development Course IMS DB,Naveen Kumar A,learn basic theoretical concepts of IMS DB in maninframe systems,2.3,23,1.0,7,All Levels
7838,Unity 5 Beginners,Packt Publishing,Get up and running with game development in Unity 5,4.4,23,3.5,37,Beginner
7839,Create iOS App Build App 1 Hour,PHD App Labs,Learn How to Create A Simple iPhone iOS 13 App,3.7,23,1.0,15,All Levels
7840,Ultimate ASO Guide App Store Optimization iOS 11,Alex Nagy,Get the ULTIMATE App Store Optimisation Shortcuts from Beginner to Expert,3.0,23,1.0,31,All Levels
7841,2D 3D Graphs Python Matplotlib Beginners,Mammoth Interactive  John Bura,A data science masterclass for beginners  Learn data visualization by making graphic bars and diagrams  Code in Python ,4.0,23,27.0,79,Beginner
7842,Let Create Nodejs Desktop Chat ApplicationReact Socket,Islem Maboud,Build a Complete Chat App from scratch using Web Technologies  React  Electron  Socketio  MongoDB and RESTFUL APIs ,2.5,23,8.0,24,Intermediate
7843,Build Chat App like WhatsApp Android Studio Tutorial 2020,Coding Cafe,Learn Firebase Android Kotlin Chat App like Facebook Messenger   Telegram Application with Firebase Cloud Messaging FCM,3.8,23,8.0,19,All Levels
7844,Learn HTML 5 Complete Course,Muhammad Ismail  Jack Bosma,HTML 5  HTML Tutorial HTML and HTML 5 And CSS3 For Beginners,5.0,23,1.5,18,All Levels
7845,Data Science AI Machine Learning Python,Shiv Onkar Deepak Kumar,Become Data Science  Machine Learning  professional by learning from Data Science professional,3.8,23,9.5,64,All Levels
7846,Data Science AI Machine Learning Python,Shiv Onkar Deepak Kumar,Become Data Science  Machine Learning  professional by learning from Data Science professional,3.8,23,9.5,64,All Levels
7847,JavaScript Algorithms,Rob Merrill,Learning to Solve JavaScript Algorithms as a JavaScript Newbie,5.0,23,6.5,82,Beginner
7848,Spring Core Spring Framework Depth Hands Guide,TELCOMA Global 68 000  Students ,This Spring Core Framework Training  is highly interactive  intensive and hands on  led by one of our 10Plus years experience,2.7,23,4.5,28,All Levels
7849,Informatica MDM Provisioning Tool,Sandip M,Learn configuration of Entity 360 with Provisioning tool in simple way,4.5,23,4.5,50,Intermediate
